słowo, udział procentowy w wikipedii duńskiej, stała prawa zipfa
beskytte, 0.00004%, 0.09286
strækker, 0.00004%, 0.09282
måder, 0.00004%, 0.09283
thisted, 0.00004%, 0.09284
klinisk, 0.00004%, 0.09285
holsten, 0.00004%, 0.09283
skaber, 0.00004%, 0.09282
thor, 0.00004%, 0.09285
omhandler, 0.00004%, 0.09279
søge, 0.00004%, 0.09282
li, 0.00004%, 0.09286
bygger, 0.00004%, 0.09287
kvalifikation, 0.00004%, 0.09290
centre, 0.00004%, 0.09291
forlænget, 0.00004%, 0.09295
filmens, 0.00004%, 0.09296
halvdelen, 0.00004%, 0.09299
sekunder, 0.00004%, 0.09303
regioner, 0.00004%, 0.09304
francisco, 0.00004%, 0.09297
stoppede, 0.00004%, 0.09298
power, 0.00004%, 0.09302
trafik, 0.00004%, 0.09303
driver, 0.00004%, 0.09304
blandet, 0.00004%, 0.09307
yngste, 0.00004%, 0.09311
net, 0.00004%, 0.09309
book, 0.00004%, 0.09307
gennembrud, 0.00004%, 0.09311
institute, 0.00004%, 0.09314
bjerg, 0.00004%, 0.09318
samtlige, 0.00004%, 0.09319
has, 0.00004%, 0.09323
nærmere, 0.00004%, 0.09323
stk, 0.00004%, 0.09327
forholdsvis, 0.00004%, 0.09325
ordre, 0.00004%, 0.09326
delvist, 0.00004%, 0.09322
davis, 0.00004%, 0.09323
jarl, 0.00004%, 0.09321
used, 0.00004%, 0.09325
klima, 0.00004%, 0.09323
rigtige, 0.00004%, 0.09326
small, 0.00004%, 0.09327
jordens, 0.00004%, 0.09323
invasion, 0.00004%, 0.09321
tilføjet, 0.00004%, 0.09322
tilknytning, 0.00004%, 0.09326
now, 0.00004%, 0.09329
flora, 0.00004%, 0.09330
lost, 0.00004%, 0.09334
party, 0.00004%, 0.09337
spørgsmålet, 0.00004%, 0.09338
patrick, 0.00004%, 0.09336
nicolai, 0.00004%, 0.09337
tilstand, 0.00004%, 0.09341
gule, 0.00004%, 0.09336
jugoslavien, 0.00004%, 0.09337
slovakiet, 0.00004%, 0.09341
eva, 0.00004%, 0.09331
nordvestlige, 0.00004%, 0.09329
space, 0.00004%, 0.09330
hollandsk, 0.00004%, 0.09334
joachim, 0.00004%, 0.09319
billboard, 0.00004%, 0.09322
dagens, 0.00004%, 0.09320
vedrørende, 0.00004%, 0.09321
kampene, 0.00004%, 0.09325
sende, 0.00004%, 0.09320
torben, 0.00004%, 0.09324
deltaget, 0.00004%, 0.09327
sf, 0.00004%, 0.09325
amjaabc, 0.00004%, 0.09329
stoffer, 0.00004%, 0.09330
modeller, 0.00004%, 0.09333
civile, 0.00004%, 0.09337
melodi, 0.00004%, 0.09338
støttede, 0.00004%, 0.09330
fisk, 0.00004%, 0.09326
ledende, 0.00004%, 0.09327
øjne, 0.00004%, 0.09328
special, 0.00004%, 0.09331
scene, 0.00004%, 0.09329
minder, 0.00004%, 0.09333
fysisk, 0.00003%, 0.09331
sorø, 0.00003%, 0.09332
udstyr, 0.00003%, 0.09333
frihed, 0.00003%, 0.09325
borgere, 0.00003%, 0.09318
romersk, 0.00003%, 0.09319
failure, 0.00003%, 0.09322
mængder, 0.00003%, 0.09323
figurer, 0.00003%, 0.09319
faderen, 0.00003%, 0.09322
sæt, 0.00003%, 0.09317
familier, 0.00003%, 0.09318
viggo, 0.00003%, 0.09322
french, 0.00003%, 0.09325
angiver, 0.00003%, 0.09318
basis, 0.00003%, 0.09316
original, 0.00003%, 0.09314
passagerer, 0.00003%, 0.09315
gældende, 0.00003%, 0.09316
udtrykket, 0.00003%, 0.09316
alice, 0.00003%, 0.09317
bredt, 0.00003%, 0.09318
hjemmebane, 0.00003%, 0.09319
serbien, 0.00003%, 0.09322
how, 0.00003%, 0.09323
his, 0.00003%, 0.09326
lokal, 0.00003%, 0.09327
windows, 0.00003%, 0.09331
alan, 0.00003%, 0.09334
drama, 0.00003%, 0.09335
benytter, 0.00003%, 0.09336
krævede, 0.00003%, 0.09336
herfra, 0.00003%, 0.09340
english, 0.00003%, 0.09343
gennemførte, 0.00003%, 0.09344
sydvestlige, 0.00003%, 0.09347
befinder, 0.00003%, 0.09351
vesttyskland, 0.00003%, 0.09349
udseende, 0.00003%, 0.09341
just, 0.00003%, 0.09345
anvendte, 0.00003%, 0.09343
army, 0.00003%, 0.09344
second, 0.00003%, 0.09347
frederiksen, 0.00003%, 0.09348
modellen, 0.00003%, 0.09349
ellen, 0.00003%, 0.09352
forhindre, 0.00003%, 0.09353
hektar, 0.00003%, 0.09353
kanoner, 0.00003%, 0.09357
andrew, 0.00003%, 0.09358
tøndemageren, 0.00003%, 0.09361
aleksandr, 0.00003%, 0.09359
eric, 0.00003%, 0.09352
geografisk, 0.00003%, 0.09349
resulterede, 0.00003%, 0.09353
guide, 0.00003%, 0.09351
grader, 0.00003%, 0.09343
platin, 0.00003%, 0.09347
stephen, 0.00003%, 0.09339
luften, 0.00003%, 0.09343
nordøstlige, 0.00003%, 0.09346
sydney, 0.00003%, 0.09341
badminton, 0.00003%, 0.09342
main, 0.00003%, 0.09345
udbredelse, 0.00003%, 0.09346
sand, 0.00003%, 0.09350
database, 0.00003%, 0.09347
ske, 0.00003%, 0.09334
fremstilling, 0.00003%, 0.09335
inc, 0.00003%, 0.09333
sea, 0.00003%, 0.09334
slettet, 0.00003%, 0.09334
sættes, 0.00003%, 0.09335
drev, 0.00003%, 0.09338
carolina, 0.00003%, 0.09333
oprettelsen, 0.00003%, 0.09331
manden, 0.00003%, 0.09335
lægge, 0.00003%, 0.09338
kristensen, 0.00003%, 0.09339
regionale, 0.00003%, 0.09339
fyr, 0.00003%, 0.09340
story, 0.00003%, 0.09335
stjerne, 0.00003%, 0.09336
udgivelser, 0.00003%, 0.09339
virkede, 0.00003%, 0.09334
fame, 0.00003%, 0.09335
medvirket, 0.00003%, 0.09336
studiealbum, 0.00003%, 0.09339
temporary, 0.00003%, 0.09342
eksisterer, 0.00003%, 0.09340
meddelte, 0.00003%, 0.09341
overført, 0.00003%, 0.09344
phil, 0.00003%, 0.09345
siges, 0.00003%, 0.09340
uci, 0.00003%, 0.09343
junior, 0.00003%, 0.09341
posten, 0.00003%, 0.09342
bandets, 0.00003%, 0.09340
kåret, 0.00003%, 0.09340
osmanniske, 0.00003%, 0.09341
skoven, 0.00003%, 0.09344
repræsenterer, 0.00003%, 0.09345
jane, 0.00003%, 0.09348
dahl, 0.00003%, 0.09351
varede, 0.00003%, 0.09352
nl, 0.00003%, 0.09355
havnen, 0.00003%, 0.09356
tvserien, 0.00003%, 0.09357
way, 0.00003%, 0.09349
baron, 0.00003%, 0.09344
lette, 0.00003%, 0.09344
years, 0.00003%, 0.09345
colspan, 0.00003%, 0.09340
diskussionen, 0.00003%, 0.09338
udgaver, 0.00003%, 0.09338
bord, 0.00003%, 0.09339
jerusalem, 0.00003%, 0.09337
kategorisport, 0.00003%, 0.09334
skuespil, 0.00003%, 0.09329
ejede, 0.00003%, 0.09333
race, 0.00003%, 0.09333
stof, 0.00003%, 0.09331
kategorikomponister, 0.00003%, 0.09334
uanset, 0.00003%, 0.09335
indiske, 0.00003%, 0.09335
udstilling, 0.00003%, 0.09339
oliver, 0.00003%, 0.09339
ansvar, 0.00003%, 0.09340
luxembourg, 0.00003%, 0.09340
naturen, 0.00003%, 0.09332
lyd, 0.00003%, 0.09330
thailand, 0.00003%, 0.09328
årlige, 0.00003%, 0.09331
artiklerne, 0.00003%, 0.09334
beskrives, 0.00003%, 0.09335
klaus, 0.00003%, 0.09335
systemet, 0.00003%, 0.09333
permanent, 0.00003%, 0.09331
dræbte, 0.00003%, 0.09334
episoder, 0.00003%, 0.09332
mga, 0.00003%, 0.09335
begreb, 0.00003%, 0.09333
lig, 0.00003%, 0.09333
gruppens, 0.00003%, 0.09337
carsten, 0.00003%, 0.09337
good, 0.00003%, 0.09341
proces, 0.00003%, 0.09341
fysik, 0.00003%, 0.09339
beskrev, 0.00003%, 0.09342
øje, 0.00003%, 0.09342
ludwig, 0.00003%, 0.09346
traditionelt, 0.00003%, 0.09343
golf, 0.00003%, 0.09333
forum, 0.00003%, 0.09330
kulturelle, 0.00003%, 0.09331
skader, 0.00003%, 0.09334
østrigske, 0.00003%, 0.09334
athen, 0.00003%, 0.09326
samfundet, 0.00003%, 0.09330
selvfølgelig, 0.00003%, 0.09330
partiets, 0.00003%, 0.09325
jernbanen, 0.00003%, 0.09325
theodor, 0.00003%, 0.09329
brigade, 0.00003%, 0.09326
månens, 0.00003%, 0.09327
tilbragte, 0.00003%, 0.09327
ejendom, 0.00003%, 0.09319
inddelt, 0.00003%, 0.09320
fremmest, 0.00003%, 0.09323
herman, 0.00003%, 0.09315
anset, 0.00003%, 0.09318
holdning, 0.00003%, 0.09318
tidens, 0.00003%, 0.09319
death, 0.00003%, 0.09322
juan, 0.00003%, 0.09325
forbedre, 0.00003%, 0.09326
marcus, 0.00003%, 0.09329
hovedrolle, 0.00003%, 0.09330
foretog, 0.00003%, 0.09324
rejst, 0.00003%, 0.09325
aften, 0.00003%, 0.09328
bredde, 0.00003%, 0.09320
here, 0.00003%, 0.09314
america, 0.00003%, 0.09312
anthony, 0.00003%, 0.09304
institutioner, 0.00003%, 0.09301
fysiske, 0.00003%, 0.09302
indledte, 0.00003%, 0.09305
beskyttelse, 0.00003%, 0.09302
kommunistiske, 0.00003%, 0.09291
evne, 0.00003%, 0.09289
helst, 0.00003%, 0.09292
elev, 0.00003%, 0.09295
len, 0.00003%, 0.09284
rdscore, 0.00003%, 0.09288
nasa, 0.00003%, 0.09288
test, 0.00003%, 0.09291
manuel, 0.00003%, 0.09286
ove, 0.00003%, 0.09286
milliarder, 0.00003%, 0.09275
stadium, 0.00003%, 0.09278
korrekt, 0.00003%, 0.09278
brødre, 0.00003%, 0.09279
hovedet, 0.00003%, 0.09279
selvstændige, 0.00003%, 0.09277
inklusive, 0.00003%, 0.09277
påvirket, 0.00003%, 0.09280
emma, 0.00003%, 0.09281
benjamin, 0.00003%, 0.09281
starte, 0.00003%, 0.09281
flygtede, 0.00003%, 0.09279
versioner, 0.00003%, 0.09282
byerne, 0.00003%, 0.09279
laura, 0.00003%, 0.09283
kategoribiler, 0.00003%, 0.09286
dannes, 0.00003%, 0.09277
søer, 0.00003%, 0.09278
filip, 0.00003%, 0.09278
kræfter, 0.00003%, 0.09278
amerika, 0.00003%, 0.09282
polsk, 0.00003%, 0.09273
medarbejdere, 0.00003%, 0.09265
tysklands, 0.00003%, 0.09262
båd, 0.00003%, 0.09265
latinske, 0.00003%, 0.09263
agf, 0.00003%, 0.09260
archive, 0.00003%, 0.09255
media, 0.00003%, 0.09255
tværs, 0.00003%, 0.09258
helle, 0.00003%, 0.09253
hvidovre, 0.00003%, 0.09256
girl, 0.00003%, 0.09259
dårligt, 0.00003%, 0.09259
reference, 0.00003%, 0.09260
definition, 0.00003%, 0.09257
vide, 0.00003%, 0.09251
ledere, 0.00003%, 0.09249
endelige, 0.00003%, 0.09249
formelt, 0.00003%, 0.09252
kasper, 0.00003%, 0.09255
betydeligt, 0.00003%, 0.09253
hit, 0.00003%, 0.09256
pladeselskab, 0.00003%, 0.09256
personlig, 0.00003%, 0.09256
marked, 0.00003%, 0.09260
folketingsvalget, 0.00003%, 0.09260
code, 0.00003%, 0.09260
port, 0.00003%, 0.09257
nævnte, 0.00003%, 0.09258
fortalte, 0.00003%, 0.09261
douglas, 0.00003%, 0.09258
angriber, 0.00003%, 0.09258
friis, 0.00003%, 0.09261
gårde, 0.00003%, 0.09262
mortensen, 0.00003%, 0.09265
pågældende, 0.00003%, 0.09262
jon, 0.00003%, 0.09265
liverpool, 0.00003%, 0.09263
ph, 0.00003%, 0.09260
landskab, 0.00003%, 0.09260
airport, 0.00003%, 0.09263
sønder, 0.00003%, 0.09264
moh, 0.00003%, 0.09267
afstemning, 0.00003%, 0.09264
gøres, 0.00003%, 0.09267
tabere, 0.00003%, 0.09270
formålet, 0.00003%, 0.09256
norden, 0.00003%, 0.09259
hel, 0.00003%, 0.09262
resterende, 0.00003%, 0.09262
erobrede, 0.00003%, 0.09265
drejer, 0.00003%, 0.09263
kemi, 0.00003%, 0.09263
hugo, 0.00003%, 0.09266
bydel, 0.00003%, 0.09269
sangskriver, 0.00003%, 0.09269
delvis, 0.00003%, 0.09270
opstår, 0.00003%, 0.09270
ære, 0.00003%, 0.09273
there, 0.00003%, 0.09276
midler, 0.00003%, 0.09273
tim, 0.00003%, 0.09270
mødes, 0.00003%, 0.09274
rektor, 0.00003%, 0.09277
kvalitet, 0.00003%, 0.09277
afholdes, 0.00003%, 0.09274
semifinalen, 0.00003%, 0.09274
dobbelt, 0.00003%, 0.09266
skiftet, 0.00003%, 0.09263
vilde, 0.00003%, 0.09266
frederiksborg, 0.00003%, 0.09257
jazz, 0.00003%, 0.09257
kraftig, 0.00003%, 0.09257
handlinger, 0.00003%, 0.09258
søger, 0.00003%, 0.09258
aab, 0.00003%, 0.09255
fylke, 0.00003%, 0.09252
baggrunden, 0.00003%, 0.09249
lettere, 0.00003%, 0.09252
elseif, 0.00003%, 0.09256
bugt, 0.00003%, 0.09250
roer, 0.00003%, 0.09247
mller, 0.00003%, 0.09244
fanger, 0.00003%, 0.09247
vinderen, 0.00003%, 0.09247
afsluttet, 0.00003%, 0.09247
forsvaret, 0.00003%, 0.09250
øget, 0.00003%, 0.09251
beijing, 0.00003%, 0.09251
slovenien, 0.00003%, 0.09254
skyld, 0.00003%, 0.09254
foregående, 0.00003%, 0.09257
image, 0.00003%, 0.09260
tårn, 0.00003%, 0.09260
olie, 0.00003%, 0.09260
sarah, 0.00003%, 0.09260
hovedturneringen, 0.00003%, 0.09264
false, 0.00003%, 0.09264
z, 0.00003%, 0.09264
guvernør, 0.00003%, 0.09267
færøsk, 0.00003%, 0.09264
matematik, 0.00003%, 0.09267
nd, 0.00003%, 0.09270
nedenfor, 0.00003%, 0.09264
march, 0.00003%, 0.09267
studiet, 0.00003%, 0.09264
betegner, 0.00003%, 0.09268
figur, 0.00003%, 0.09268
herre, 0.00003%, 0.09271
fritz, 0.00003%, 0.09271
hillerød, 0.00003%, 0.09271
slettes, 0.00003%, 0.09271
malerier, 0.00003%, 0.09265
ombygget, 0.00003%, 0.09268
minde, 0.00003%, 0.09268
lyder, 0.00003%, 0.09259
personligt, 0.00003%, 0.09262
tanker, 0.00003%, 0.09259
kyst, 0.00003%, 0.09262
nærmeste, 0.00003%, 0.09265
malet, 0.00003%, 0.09269
virkelig, 0.00003%, 0.09269
forkortet, 0.00003%, 0.09263
nået, 0.00003%, 0.09266
berg, 0.00003%, 0.09269
federation, 0.00003%, 0.09269
øvre, 0.00003%, 0.09269
leipzig, 0.00003%, 0.09272
ida, 0.00003%, 0.09269
httpsruneberg, 0.00003%, 0.09266
naturligvis, 0.00003%, 0.09266
årtier, 0.00003%, 0.09263
mennesket, 0.00003%, 0.09266
hermed, 0.00003%, 0.09266
alternativ, 0.00003%, 0.09266
dommer, 0.00003%, 0.09266
årsager, 0.00003%, 0.09263
konstant, 0.00003%, 0.09260
forbidden, 0.00003%, 0.09260
disney, 0.00003%, 0.09260
konger, 0.00003%, 0.09263
dit, 0.00003%, 0.09263
gold, 0.00003%, 0.09266
klare, 0.00003%, 0.09266
kategorisangere, 0.00003%, 0.09269
tilskuere, 0.00003%, 0.09269
opstillet, 0.00003%, 0.09272
kapitel, 0.00003%, 0.09269
indholdet, 0.00003%, 0.09263
kalundborg, 0.00003%, 0.09263
historiker, 0.00003%, 0.09260
down, 0.00003%, 0.09260
anvender, 0.00003%, 0.09260
udstillet, 0.00003%, 0.09260
francis, 0.00003%, 0.09260
udførte, 0.00003%, 0.09260
administrator, 0.00003%, 0.09257
heart, 0.00003%, 0.09260
storkreds, 0.00003%, 0.09263
wta, 0.00003%, 0.09266
boston, 0.00003%, 0.09260
købe, 0.00003%, 0.09260
kongelig, 0.00003%, 0.09263
hævdede, 0.00003%, 0.09260
project, 0.00003%, 0.09263
antonio, 0.00003%, 0.09266
populært, 0.00003%, 0.09266
front, 0.00003%, 0.09269
prøver, 0.00003%, 0.09269
right, 0.00003%, 0.09272
angiveligt, 0.00003%, 0.09272
arkiv, 0.00003%, 0.09275
forstå, 0.00003%, 0.09275
oplag, 0.00003%, 0.09266
free, 0.00003%, 0.09260
anmeldelser, 0.00003%, 0.09259
charlie, 0.00003%, 0.09262
nationalmuseet, 0.00003%, 0.09262
modsatte, 0.00003%, 0.09265
brede, 0.00003%, 0.09265
bjerge, 0.00003%, 0.09268
modsat, 0.00003%, 0.09268
offentligt, 0.00003%, 0.09268
orgtrap, 0.00003%, 0.09271
lasse, 0.00003%, 0.09271
historier, 0.00003%, 0.09268
angivet, 0.00003%, 0.09271
billy, 0.00003%, 0.09265
leo, 0.00003%, 0.09265
vester, 0.00003%, 0.09265
piger, 0.00003%, 0.09265
held, 0.00003%, 0.09268
kommunes, 0.00003%, 0.09264
frankfurt, 0.00003%, 0.09267
overflade, 0.00003%, 0.09264
foreslået, 0.00003%, 0.09267
petersborg, 0.00003%, 0.09270
konflikt, 0.00003%, 0.09270
jimmy, 0.00003%, 0.09270
fremgår, 0.00003%, 0.09270
blues, 0.00003%, 0.09273
nordsjælland, 0.00003%, 0.09273
besluttet, 0.00003%, 0.09276
tjekkoslovakiet, 0.00003%, 0.09273
undervejs, 0.00003%, 0.09269
producere, 0.00003%, 0.09272
bold, 0.00003%, 0.09275
kgl, 0.00003%, 0.09278
teknik, 0.00003%, 0.09275
encyclopedia, 0.00003%, 0.09275
human, 0.00003%, 0.09278
metoder, 0.00003%, 0.09278
hamborg, 0.00003%, 0.09281
nærliggende, 0.00003%, 0.09284
afløst, 0.00003%, 0.09278
eventyr, 0.00003%, 0.09281
ophørte, 0.00003%, 0.09284
florida, 0.00003%, 0.09287
kroppen, 0.00003%, 0.09280
tydeligt, 0.00003%, 0.09280
elsker, 0.00003%, 0.09280
dvd, 0.00003%, 0.09277
indlæg, 0.00003%, 0.09280
feat, 0.00003%, 0.09283
game, 0.00003%, 0.09283
stykker, 0.00003%, 0.09285
stefan, 0.00003%, 0.09288
sager, 0.00003%, 0.09288
bunden, 0.00003%, 0.09288
bd, 0.00003%, 0.09285
juridisk, 0.00003%, 0.09288
hurtig, 0.00003%, 0.09288
erhverv, 0.00003%, 0.09288
rute, 0.00003%, 0.09291
na, 0.00003%, 0.09287
detaljer, 0.00003%, 0.09278
morgen, 0.00003%, 0.09281
stone, 0.00003%, 0.09284
opdagede, 0.00003%, 0.09283
evner, 0.00003%, 0.09286
dark, 0.00003%, 0.09283
henhold, 0.00003%, 0.09283
tårnet, 0.00003%, 0.09286
cross, 0.00003%, 0.09289
stoppe, 0.00003%, 0.09286
bevarede, 0.00003%, 0.09285
skønt, 0.00003%, 0.09279
planen, 0.00003%, 0.09266
årlig, 0.00003%, 0.09260
hertugdømmet, 0.00003%, 0.09262
samuel, 0.00003%, 0.09265
hr, 0.00003%, 0.09265
skove, 0.00003%, 0.09262
bidrog, 0.00003%, 0.09262
hoved, 0.00003%, 0.09265
anderson, 0.00003%, 0.09261
opløst, 0.00003%, 0.09252
meyer, 0.00003%, 0.09248
overvejende, 0.00003%, 0.09245
anvende, 0.00003%, 0.09238
parlamentet, 0.00003%, 0.09238
into, 0.00003%, 0.09241
forskellig, 0.00003%, 0.09234
chr, 0.00003%, 0.09237
mixed, 0.00003%, 0.09240
uafhængige, 0.00003%, 0.09240
kritisk, 0.00003%, 0.09240
columbia, 0.00003%, 0.09243
tilbyder, 0.00003%, 0.09242
kvindelig, 0.00003%, 0.09245
software, 0.00003%, 0.09242
komponister, 0.00003%, 0.09245
religiøs, 0.00003%, 0.09245
anerkendelse, 0.00003%, 0.09248
light, 0.00003%, 0.09247
enige, 0.00003%, 0.09247
forbinder, 0.00003%, 0.09244
undtagelse, 0.00003%, 0.09243
funktioner, 0.00003%, 0.09246
individuelle, 0.00003%, 0.09246
komposition, 0.00003%, 0.09246
omdøbt, 0.00003%, 0.09249
wikimedia, 0.00003%, 0.09248
anderledes, 0.00003%, 0.09248
nødt, 0.00003%, 0.09248
japans, 0.00003%, 0.09251
television, 0.00003%, 0.09254
årrække, 0.00003%, 0.09253
betegnes, 0.00003%, 0.09250
producerede, 0.00003%, 0.09253
stillingen, 0.00003%, 0.09256
dominerende, 0.00003%, 0.09255
ray, 0.00003%, 0.09258
påbegyndte, 0.00003%, 0.09249
interesser, 0.00003%, 0.09248
fulgt, 0.00003%, 0.09248
registreret, 0.00003%, 0.09248
gives, 0.00003%, 0.09251
førende, 0.00003%, 0.09247
movie, 0.00003%, 0.09250
steg, 0.00003%, 0.09250
donald, 0.00003%, 0.09249
samtidigt, 0.00003%, 0.09249
nyborg, 0.00003%, 0.09252
udsendt, 0.00003%, 0.09252
christine, 0.00003%, 0.09255
ordbog, 0.00003%, 0.09254
naturligt, 0.00003%, 0.09254
briterne, 0.00003%, 0.09254
elektriske, 0.00003%, 0.09253
hjælper, 0.00003%, 0.09250
rudolf, 0.00003%, 0.09253
bull, 0.00003%, 0.09256
navy, 0.00003%, 0.09258
angribe, 0.00003%, 0.09258
svarende, 0.00003%, 0.09261
match, 0.00003%, 0.09264
australske, 0.00003%, 0.09260
ref, 0.00003%, 0.09263
sent, 0.00003%, 0.09266
afslutning, 0.00003%, 0.09266
samle, 0.00003%, 0.09269
navnlig, 0.00003%, 0.09268
regiment, 0.00003%, 0.09265
gratis, 0.00003%, 0.09264
stationer, 0.00003%, 0.09267
skrift, 0.00003%, 0.09264
fulde, 0.00003%, 0.09263
sønderjyske, 0.00003%, 0.09266
sc, 0.00003%, 0.09269
bort, 0.00003%, 0.09266
breve, 0.00003%, 0.09268
gyldne, 0.00003%, 0.09265
official, 0.00003%, 0.09268
kommandør, 0.00003%, 0.09271
benytte, 0.00003%, 0.09267
indspillede, 0.00003%, 0.09270
singlen, 0.00003%, 0.09266
sikker, 0.00003%, 0.09266
spilletid, 0.00003%, 0.09262
kolde, 0.00003%, 0.09262
fru, 0.00003%, 0.09262
sydslesvig, 0.00003%, 0.09264
kommunerne, 0.00003%, 0.09264
guds, 0.00003%, 0.09267
johanne, 0.00003%, 0.09267
dead, 0.00003%, 0.09266
optagelser, 0.00003%, 0.09269
politikens, 0.00003%, 0.09269
dårlig, 0.00003%, 0.09271
rødder, 0.00003%, 0.09271
sygdomme, 0.00003%, 0.09274
betydelige, 0.00003%, 0.09274
beregnet, 0.00003%, 0.09273
distriktet, 0.00003%, 0.09276
målet, 0.00003%, 0.09276
ovenstående, 0.00003%, 0.09272
sven, 0.00003%, 0.09275
enke, 0.00003%, 0.09278
fremragende, 0.00003%, 0.09277
euro, 0.00003%, 0.09280
gul, 0.00003%, 0.09283
drives, 0.00003%, 0.09283
order, 0.00003%, 0.09285
kap, 0.00003%, 0.09285
museer, 0.00003%, 0.09285
hvorpå, 0.00003%, 0.09287
forsvandt, 0.00003%, 0.09287
deler, 0.00003%, 0.09290
jonathan, 0.00003%, 0.09289
tilladt, 0.00003%, 0.09289
producerer, 0.00003%, 0.09292
commons, 0.00003%, 0.09291
halvt, 0.00003%, 0.09294
drive, 0.00003%, 0.09291
games, 0.00003%, 0.09290
singles, 0.00003%, 0.09293
rådhus, 0.00003%, 0.09293
megen, 0.00003%, 0.09292
politi, 0.00003%, 0.09295
hermann, 0.00003%, 0.09295
sejren, 0.00003%, 0.09297
udføre, 0.00003%, 0.09294
løse, 0.00003%, 0.09287
kenneth, 0.00003%, 0.09290
howard, 0.00003%, 0.09292
lykke, 0.00003%, 0.09295
sex, 0.00003%, 0.09298
chart, 0.00003%, 0.09301
stigning, 0.00003%, 0.09300
scenen, 0.00003%, 0.09300
inspiration, 0.00003%, 0.09303
mrs, 0.00003%, 0.09306
irak, 0.00003%, 0.09305
skud, 0.00003%, 0.09305
kemiske, 0.00003%, 0.09304
desværre, 0.00003%, 0.09307
totalt, 0.00003%, 0.09310
christina, 0.00003%, 0.09313
superligaen, 0.00003%, 0.09312
kommentarer, 0.00003%, 0.09315
kategorityskere, 0.00003%, 0.09318
parlament, 0.00003%, 0.09317
sjette, 0.00003%, 0.09314
øster, 0.00003%, 0.09317
stop, 0.00003%, 0.09313
unit, 0.00003%, 0.09316
muligheden, 0.00003%, 0.09318
als, 0.00003%, 0.09318
danskere, 0.00003%, 0.09317
amalie, 0.00003%, 0.09320
skanderborg, 0.00003%, 0.09320
derfra, 0.00003%, 0.09319
pictures, 0.00003%, 0.09322
dreng, 0.00003%, 0.09322
praktisk, 0.00003%, 0.09311
drog, 0.00003%, 0.09311
vælger, 0.00003%, 0.09313
butikker, 0.00003%, 0.09313
aktivitet, 0.00003%, 0.09312
modern, 0.00003%, 0.09302
trukket, 0.00003%, 0.09305
message, 0.00003%, 0.09308
lede, 0.00003%, 0.09307
ddr, 0.00003%, 0.09310
godsejer, 0.00003%, 0.09313
østre, 0.00003%, 0.09312
såret, 0.00003%, 0.09315
bringe, 0.00003%, 0.09311
belgiske, 0.00003%, 0.09314
sky, 0.00003%, 0.09313
testamente, 0.00003%, 0.09313
værdier, 0.00003%, 0.09312
selvstændigt, 0.00003%, 0.09312
rigtigt, 0.00003%, 0.09315
hjalp, 0.00003%, 0.09317
sa, 0.00003%, 0.09320
gordon, 0.00003%, 0.09320
syrien, 0.00003%, 0.09322
ss, 0.00003%, 0.09325
ej, 0.00003%, 0.09325
henblik, 0.00003%, 0.09328
viktor, 0.00003%, 0.09327
passer, 0.00003%, 0.09323
heste, 0.00003%, 0.09326
mødtes, 0.00003%, 0.09325
besat, 0.00003%, 0.09328
linjen, 0.00003%, 0.09324
ro, 0.00003%, 0.09314
prøve, 0.00003%, 0.09313
ovenfor, 0.00003%, 0.09316
bragt, 0.00003%, 0.09319
opløsning, 0.00003%, 0.09321
netværk, 0.00003%, 0.09321
omvendt, 0.00003%, 0.09320
årsag, 0.00003%, 0.09323
forståelse, 0.00003%, 0.09319
bruun, 0.00003%, 0.09312
rødt, 0.00003%, 0.09311
konsensus, 0.00003%, 0.09311
which, 0.00003%, 0.09310
tronen, 0.00003%, 0.09310
spredt, 0.00003%, 0.09309
medlemmerne, 0.00003%, 0.09312
northern, 0.00003%, 0.09311
specielle, 0.00003%, 0.09307
snarere, 0.00003%, 0.09307
rang, 0.00003%, 0.09306
tilfældet, 0.00003%, 0.09305
foundation, 0.00003%, 0.09301
tur, 0.00003%, 0.09301
california, 0.00003%, 0.09300
prag, 0.00003%, 0.09303
nægtede, 0.00003%, 0.09299
verdensmester, 0.00003%, 0.09302
sofie, 0.00003%, 0.09301
omgivet, 0.00003%, 0.09304
fremtiden, 0.00003%, 0.09307
skuespillere, 0.00003%, 0.09309
normale, 0.00003%, 0.09309
ogeller, 0.00003%, 0.09312
kanalen, 0.00003%, 0.09314
fængslet, 0.00003%, 0.09317
arkæologiske, 0.00003%, 0.09316
review, 0.00003%, 0.09312
provinser, 0.00003%, 0.09315
finsk, 0.00003%, 0.09318
wild, 0.00003%, 0.09321
løbende, 0.00003%, 0.09317
rødovre, 0.00003%, 0.09319
law, 0.00003%, 0.09322
idrætsforening, 0.00003%, 0.09325
fischer, 0.00003%, 0.09328
køn, 0.00003%, 0.09324
hadsund, 0.00003%, 0.09326
hastighed, 0.00003%, 0.09316
frivillige, 0.00003%, 0.09318
job, 0.00003%, 0.09321
kategoriatleter, 0.00003%, 0.09324
afghanistan, 0.00003%, 0.09323
entertainment, 0.00003%, 0.09323
ideen, 0.00003%, 0.09322
vilje, 0.00003%, 0.09325
fremad, 0.00003%, 0.09321
nævner, 0.00003%, 0.09323
domkirke, 0.00003%, 0.09323
beskyttet, 0.00003%, 0.09325
bruce, 0.00003%, 0.09325
motion, 0.00003%, 0.09324
klokken, 0.00003%, 0.09327
